timestamp,timestamp,kepler_node_cpu_power_sum,layer,unit,treatment
2026-01-20 22:11:49.983000040+00:00,1768947109.983,59.94600670000073,node,watts,NoTreatment
2026-01-20 22:12:19.983000040+00:00,1768947139.983,90.46697139999924,node,watts,Treatment
2026-01-20 22:12:49.983000040+00:00,1768947169.983,111.40411659999846,node,watts,Treatment
2026-01-20 22:13:19.983000040+00:00,1768947199.983,89.34583619999685,node,watts,Treatment
2026-01-20 22:13:49.983000040+00:00,1768947229.983,88.62660699999796,node,watts,Treatment
2026-01-20 22:14:19.983000040+00:00,1768947259.983,76.1658964999995,node,watts,Treatment
