timestamp,__name__,instance,job,timestamp,argo_workflows_operation_duration_seconds,layer,unit,treatment
2026-01-20 21:58:39.901999950+00:00,argo_workflows_operation_duration_seconds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,1768946319.902,1024,workflow,seconds,NoTreatment
2026-01-20 21:59:09.901999950+00:00,argo_workflows_operation_duration_seconds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,1768946349.902,1043,workflow,seconds,Treatment
2026-01-20 21:59:39.901999950+00:00,argo_workflows_operation_duration_seconds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,1768946379.902,1057,workflow,seconds,Treatment
2026-01-20 22:00:09.901999950+00:00,argo_workflows_operation_duration_seconds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,1768946409.902,1061,workflow,seconds,Treatment
