timestamp,__name__,instance,job,namespace,phase,timestamp,argo_workflows_pods_total,layer,unit,treatment
2026-01-19 09:15:33.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814133.339,2,pod,pods,NoTreatment
2026-01-19 09:16:03.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814163.339,2,pod,pods,Treatment
2026-01-19 09:16:33.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814193.339,2,pod,pods,Treatment
2026-01-19 09:17:03.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814223.339,2,pod,pods,Treatment
2026-01-19 09:17:33.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814253.339,2,pod,pods,Treatment
2026-01-19 09:18:03.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814283.339,2,pod,pods,Treatment
2026-01-19 09:18:33.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814313.339,2,pod,pods,Treatment
2026-01-19 09:19:03.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814343.339,2,pod,pods,Treatment
2026-01-19 09:19:33.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814373.339,2,pod,pods,Treatment
2026-01-19 09:20:03.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814403.339,2,pod,pods,Treatment
2026-01-19 09:20:33.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814433.339,2,pod,pods,Treatment
2026-01-19 09:21:03.338999987+00:00,argo_workflows_pods_total_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,no-reuse-pipeline,Failed,1768814463.339,2,pod,pods,Treatment
