timestamp,phase,timestamp,argo_workflows_completed_total,layer,unit,treatment
2026-01-19 09:42:33.338999987+00:00,Failed,1768815753.339,3,workflow,workflows,Treatment
2026-01-19 09:43:03.338999987+00:00,Failed,1768815783.339,3,workflow,workflows,Treatment
2026-01-19 09:43:33.338999987+00:00,Failed,1768815813.339,3,workflow,workflows,Treatment
2026-01-19 09:44:03.338999987+00:00,Failed,1768815843.339,3,workflow,workflows,Treatment
2026-01-19 09:44:33.338999987+00:00,Failed,1768815873.339,3,workflow,workflows,Treatment
2026-01-19 09:45:03.338999987+00:00,Failed,1768815903.339,3,workflow,workflows,Treatment
2026-01-19 09:45:33.338999987+00:00,Failed,1768815933.339,3,workflow,workflows,Treatment
2026-01-19 09:46:03.338999987+00:00,Failed,1768815963.339,3,workflow,workflows,Treatment
2026-01-19 09:46:33.338999987+00:00,Failed,1768815993.339,3,workflow,workflows,Treatment
2026-01-19 09:47:03.338999987+00:00,Failed,1768816023.339,3,workflow,workflows,Treatment
2026-01-19 09:47:33.338999987+00:00,Failed,1768816053.339,3,workflow,workflows,Treatment
2026-01-19 09:48:03.338999987+00:00,Failed,1768816083.339,3,workflow,workflows,Treatment
2026-01-19 09:48:33.338999987+00:00,Failed,1768816113.339,3,workflow,workflows,Treatment
2026-01-19 09:49:03.338999987+00:00,Failed,1768816143.339,3,workflow,workflows,Treatment
2026-01-19 09:15:33.338999987+00:00,Running,1768814133.339,5,workflow,workflows,NoTreatment
2026-01-19 09:16:03.338999987+00:00,Running,1768814163.339,10,workflow,workflows,Treatment
2026-01-19 09:16:33.338999987+00:00,Running,1768814193.339,10,workflow,workflows,Treatment
2026-01-19 09:17:03.338999987+00:00,Running,1768814223.339,10,workflow,workflows,Treatment
2026-01-19 09:17:33.338999987+00:00,Running,1768814253.339,10,workflow,workflows,Treatment
2026-01-19 09:18:03.338999987+00:00,Running,1768814283.339,10,workflow,workflows,Treatment
2026-01-19 09:18:33.338999987+00:00,Running,1768814313.339,10,workflow,workflows,Treatment
2026-01-19 09:19:03.338999987+00:00,Running,1768814343.339,10,workflow,workflows,Treatment
2026-01-19 09:19:33.338999987+00:00,Running,1768814373.339,10,workflow,workflows,Treatment
2026-01-19 09:20:03.338999987+00:00,Running,1768814403.339,10,workflow,workflows,Treatment
2026-01-19 09:20:33.338999987+00:00,Running,1768814433.339,10,workflow,workflows,Treatment
2026-01-19 09:21:03.338999987+00:00,Running,1768814463.339,10,workflow,workflows,Treatment
2026-01-19 09:21:33.338999987+00:00,Running,1768814493.339,10,workflow,workflows,Treatment
2026-01-19 09:22:03.338999987+00:00,Running,1768814523.339,10,workflow,workflows,Treatment
2026-01-19 09:22:33.338999987+00:00,Running,1768814553.339,10,workflow,workflows,Treatment
2026-01-19 09:23:03.338999987+00:00,Running,1768814583.339,10,workflow,workflows,Treatment
2026-01-19 09:23:33.338999987+00:00,Running,1768814613.339,10,workflow,workflows,Treatment
2026-01-19 09:24:03.338999987+00:00,Running,1768814643.339,10,workflow,workflows,Treatment
2026-01-19 09:24:33.338999987+00:00,Running,1768814673.339,10,workflow,workflows,Treatment
2026-01-19 09:25:03.338999987+00:00,Running,1768814703.339,10,workflow,workflows,Treatment
2026-01-19 09:25:33.338999987+00:00,Running,1768814733.339,10,workflow,workflows,Treatment
2026-01-19 09:26:03.338999987+00:00,Running,1768814763.339,10,workflow,workflows,Treatment
2026-01-19 09:26:33.338999987+00:00,Running,1768814793.339,10,workflow,workflows,Treatment
2026-01-19 09:27:03.338999987+00:00,Running,1768814823.339,10,workflow,workflows,Treatment
2026-01-19 09:27:33.338999987+00:00,Running,1768814853.339,10,workflow,workflows,Treatment
2026-01-19 09:28:03.338999987+00:00,Running,1768814883.339,10,workflow,workflows,Treatment
2026-01-19 09:28:33.338999987+00:00,Running,1768814913.339,10,workflow,workflows,Treatment
2026-01-19 09:29:03.338999987+00:00,Running,1768814943.339,10,workflow,workflows,Treatment
2026-01-19 09:29:33.338999987+00:00,Running,1768814973.339,10,workflow,workflows,Treatment
2026-01-19 09:30:03.338999987+00:00,Running,1768815003.339,10,workflow,workflows,Treatment
2026-01-19 09:30:33.338999987+00:00,Running,1768815033.339,10,workflow,workflows,Treatment
2026-01-19 09:31:03.338999987+00:00,Running,1768815063.339,10,workflow,workflows,Treatment
2026-01-19 09:31:33.338999987+00:00,Running,1768815093.339,10,workflow,workflows,Treatment
2026-01-19 09:32:03.338999987+00:00,Running,1768815123.339,10,workflow,workflows,Treatment
2026-01-19 09:32:33.338999987+00:00,Running,1768815153.339,10,workflow,workflows,Treatment
2026-01-19 09:33:03.338999987+00:00,Running,1768815183.339,10,workflow,workflows,Treatment
2026-01-19 09:33:33.338999987+00:00,Running,1768815213.339,10,workflow,workflows,Treatment
2026-01-19 09:34:03.338999987+00:00,Running,1768815243.339,10,workflow,workflows,Treatment
2026-01-19 09:34:33.338999987+00:00,Running,1768815273.339,10,workflow,workflows,Treatment
2026-01-19 09:35:03.338999987+00:00,Running,1768815303.339,10,workflow,workflows,Treatment
2026-01-19 09:35:33.338999987+00:00,Running,1768815333.339,10,workflow,workflows,Treatment
2026-01-19 09:36:03.338999987+00:00,Running,1768815363.339,10,workflow,workflows,Treatment
2026-01-19 09:36:33.338999987+00:00,Running,1768815393.339,10,workflow,workflows,Treatment
2026-01-19 09:37:03.338999987+00:00,Running,1768815423.339,10,workflow,workflows,Treatment
2026-01-19 09:37:33.338999987+00:00,Running,1768815453.339,10,workflow,workflows,Treatment
2026-01-19 09:38:03.338999987+00:00,Running,1768815483.339,10,workflow,workflows,Treatment
2026-01-19 09:38:33.338999987+00:00,Running,1768815513.339,10,workflow,workflows,Treatment
2026-01-19 09:39:03.338999987+00:00,Running,1768815543.339,10,workflow,workflows,Treatment
2026-01-19 09:39:33.338999987+00:00,Running,1768815573.339,10,workflow,workflows,Treatment
2026-01-19 09:40:03.338999987+00:00,Running,1768815603.339,10,workflow,workflows,Treatment
2026-01-19 09:40:33.338999987+00:00,Running,1768815633.339,10,workflow,workflows,Treatment
2026-01-19 09:41:03.338999987+00:00,Running,1768815663.339,10,workflow,workflows,Treatment
2026-01-19 09:41:33.338999987+00:00,Running,1768815693.339,10,workflow,workflows,Treatment
2026-01-19 09:42:03.338999987+00:00,Running,1768815723.339,10,workflow,workflows,Treatment
2026-01-19 09:42:33.338999987+00:00,Running,1768815753.339,10,workflow,workflows,Treatment
2026-01-19 09:43:03.338999987+00:00,Running,1768815783.339,10,workflow,workflows,Treatment
2026-01-19 09:43:33.338999987+00:00,Running,1768815813.339,10,workflow,workflows,Treatment
2026-01-19 09:44:03.338999987+00:00,Running,1768815843.339,10,workflow,workflows,Treatment
2026-01-19 09:44:33.338999987+00:00,Running,1768815873.339,10,workflow,workflows,Treatment
2026-01-19 09:45:03.338999987+00:00,Running,1768815903.339,10,workflow,workflows,Treatment
2026-01-19 09:45:33.338999987+00:00,Running,1768815933.339,10,workflow,workflows,Treatment
2026-01-19 09:46:03.338999987+00:00,Running,1768815963.339,10,workflow,workflows,Treatment
2026-01-19 09:46:33.338999987+00:00,Running,1768815993.339,10,workflow,workflows,Treatment
2026-01-19 09:47:03.338999987+00:00,Running,1768816023.339,10,workflow,workflows,Treatment
2026-01-19 09:47:33.338999987+00:00,Running,1768816053.339,10,workflow,workflows,Treatment
2026-01-19 09:48:03.338999987+00:00,Running,1768816083.339,10,workflow,workflows,Treatment
2026-01-19 09:48:33.338999987+00:00,Running,1768816113.339,10,workflow,workflows,Treatment
2026-01-19 09:49:03.338999987+00:00,Running,1768816143.339,10,workflow,workflows,Treatment
2026-01-19 09:15:33.338999987+00:00,Succeeded,1768814133.339,6,workflow,workflows,NoTreatment
2026-01-19 09:16:03.338999987+00:00,Succeeded,1768814163.339,6,workflow,workflows,Treatment
2026-01-19 09:16:33.338999987+00:00,Succeeded,1768814193.339,6,workflow,workflows,Treatment
2026-01-19 09:17:03.338999987+00:00,Succeeded,1768814223.339,6,workflow,workflows,Treatment
2026-01-19 09:17:33.338999987+00:00,Succeeded,1768814253.339,6,workflow,workflows,Treatment
2026-01-19 09:18:03.338999987+00:00,Succeeded,1768814283.339,6,workflow,workflows,Treatment
2026-01-19 09:18:33.338999987+00:00,Succeeded,1768814313.339,6,workflow,workflows,Treatment
2026-01-19 09:19:03.338999987+00:00,Succeeded,1768814343.339,6,workflow,workflows,Treatment
2026-01-19 09:19:33.338999987+00:00,Succeeded,1768814373.339,6,workflow,workflows,Treatment
2026-01-19 09:20:03.338999987+00:00,Succeeded,1768814403.339,6,workflow,workflows,Treatment
2026-01-19 09:20:33.338999987+00:00,Succeeded,1768814433.339,6,workflow,workflows,Treatment
2026-01-19 09:21:03.338999987+00:00,Succeeded,1768814463.339,6,workflow,workflows,Treatment
2026-01-19 09:21:33.338999987+00:00,Succeeded,1768814493.339,6,workflow,workflows,Treatment
2026-01-19 09:22:03.338999987+00:00,Succeeded,1768814523.339,6,workflow,workflows,Treatment
2026-01-19 09:22:33.338999987+00:00,Succeeded,1768814553.339,6,workflow,workflows,Treatment
2026-01-19 09:23:03.338999987+00:00,Succeeded,1768814583.339,6,workflow,workflows,Treatment
2026-01-19 09:23:33.338999987+00:00,Succeeded,1768814613.339,6,workflow,workflows,Treatment
2026-01-19 09:24:03.338999987+00:00,Succeeded,1768814643.339,6,workflow,workflows,Treatment
2026-01-19 09:24:33.338999987+00:00,Succeeded,1768814673.339,6,workflow,workflows,Treatment
2026-01-19 09:25:03.338999987+00:00,Succeeded,1768814703.339,6,workflow,workflows,Treatment
2026-01-19 09:25:33.338999987+00:00,Succeeded,1768814733.339,6,workflow,workflows,Treatment
2026-01-19 09:26:03.338999987+00:00,Succeeded,1768814763.339,7,workflow,workflows,Treatment
2026-01-19 09:26:33.338999987+00:00,Succeeded,1768814793.339,7,workflow,workflows,Treatment
2026-01-19 09:27:03.338999987+00:00,Succeeded,1768814823.339,7,workflow,workflows,Treatment
2026-01-19 09:27:33.338999987+00:00,Succeeded,1768814853.339,7,workflow,workflows,Treatment
2026-01-19 09:28:03.338999987+00:00,Succeeded,1768814883.339,7,workflow,workflows,Treatment
2026-01-19 09:28:33.338999987+00:00,Succeeded,1768814913.339,7,workflow,workflows,Treatment
2026-01-19 09:29:03.338999987+00:00,Succeeded,1768814943.339,7,workflow,workflows,Treatment
2026-01-19 09:29:33.338999987+00:00,Succeeded,1768814973.339,7,workflow,workflows,Treatment
2026-01-19 09:30:03.338999987+00:00,Succeeded,1768815003.339,7,workflow,workflows,Treatment
2026-01-19 09:30:33.338999987+00:00,Succeeded,1768815033.339,7,workflow,workflows,Treatment
2026-01-19 09:31:03.338999987+00:00,Succeeded,1768815063.339,7,workflow,workflows,Treatment
2026-01-19 09:31:33.338999987+00:00,Succeeded,1768815093.339,7,workflow,workflows,Treatment
2026-01-19 09:32:03.338999987+00:00,Succeeded,1768815123.339,7,workflow,workflows,Treatment
2026-01-19 09:32:33.338999987+00:00,Succeeded,1768815153.339,7,workflow,workflows,Treatment
2026-01-19 09:33:03.338999987+00:00,Succeeded,1768815183.339,7,workflow,workflows,Treatment
2026-01-19 09:33:33.338999987+00:00,Succeeded,1768815213.339,7,workflow,workflows,Treatment
2026-01-19 09:34:03.338999987+00:00,Succeeded,1768815243.339,7,workflow,workflows,Treatment
2026-01-19 09:34:33.338999987+00:00,Succeeded,1768815273.339,7,workflow,workflows,Treatment
2026-01-19 09:35:03.338999987+00:00,Succeeded,1768815303.339,7,workflow,workflows,Treatment
2026-01-19 09:35:33.338999987+00:00,Succeeded,1768815333.339,7,workflow,workflows,Treatment
2026-01-19 09:36:03.338999987+00:00,Succeeded,1768815363.339,7,workflow,workflows,Treatment
2026-01-19 09:36:33.338999987+00:00,Succeeded,1768815393.339,7,workflow,workflows,Treatment
2026-01-19 09:37:03.338999987+00:00,Succeeded,1768815423.339,8,workflow,workflows,Treatment
2026-01-19 09:37:33.338999987+00:00,Succeeded,1768815453.339,8,workflow,workflows,Treatment
2026-01-19 09:38:03.338999987+00:00,Succeeded,1768815483.339,8,workflow,workflows,Treatment
2026-01-19 09:38:33.338999987+00:00,Succeeded,1768815513.339,8,workflow,workflows,Treatment
2026-01-19 09:39:03.338999987+00:00,Succeeded,1768815543.339,8,workflow,workflows,Treatment
2026-01-19 09:39:33.338999987+00:00,Succeeded,1768815573.339,8,workflow,workflows,Treatment
2026-01-19 09:40:03.338999987+00:00,Succeeded,1768815603.339,8,workflow,workflows,Treatment
2026-01-19 09:40:33.338999987+00:00,Succeeded,1768815633.339,8,workflow,workflows,Treatment
2026-01-19 09:41:03.338999987+00:00,Succeeded,1768815663.339,8,workflow,workflows,Treatment
2026-01-19 09:41:33.338999987+00:00,Succeeded,1768815693.339,8,workflow,workflows,Treatment
2026-01-19 09:42:03.338999987+00:00,Succeeded,1768815723.339,9,workflow,workflows,Treatment
2026-01-19 09:42:33.338999987+00:00,Succeeded,1768815753.339,9,workflow,workflows,Treatment
2026-01-19 09:43:03.338999987+00:00,Succeeded,1768815783.339,9,workflow,workflows,Treatment
2026-01-19 09:43:33.338999987+00:00,Succeeded,1768815813.339,9,workflow,workflows,Treatment
2026-01-19 09:44:03.338999987+00:00,Succeeded,1768815843.339,9,workflow,workflows,Treatment
2026-01-19 09:44:33.338999987+00:00,Succeeded,1768815873.339,9,workflow,workflows,Treatment
2026-01-19 09:45:03.338999987+00:00,Succeeded,1768815903.339,9,workflow,workflows,Treatment
2026-01-19 09:45:33.338999987+00:00,Succeeded,1768815933.339,9,workflow,workflows,Treatment
2026-01-19 09:46:03.338999987+00:00,Succeeded,1768815963.339,9,workflow,workflows,Treatment
2026-01-19 09:46:33.338999987+00:00,Succeeded,1768815993.339,9,workflow,workflows,Treatment
2026-01-19 09:47:03.338999987+00:00,Succeeded,1768816023.339,9,workflow,workflows,Treatment
2026-01-19 09:47:33.338999987+00:00,Succeeded,1768816053.339,9,workflow,workflows,Treatment
2026-01-19 09:48:03.338999987+00:00,Succeeded,1768816083.339,9,workflow,workflows,Treatment
2026-01-19 09:48:33.338999987+00:00,Succeeded,1768816113.339,9,workflow,workflows,Treatment
2026-01-19 09:49:03.338999987+00:00,Succeeded,1768816143.339,9,workflow,workflows,Treatment
