timestamp,__name__,instance,job,queue_name,timestamp,argo_workflows_queue_adds_raw,layer,unit,treatment
2026-01-19 09:15:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814133.339,47,workflow,counts,NoTreatment
2026-01-19 09:16:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814163.339,47,workflow,counts,Treatment
2026-01-19 09:16:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814193.339,53,workflow,counts,Treatment
2026-01-19 09:17:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814223.339,57,workflow,counts,Treatment
2026-01-19 09:17:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814253.339,62,workflow,counts,Treatment
2026-01-19 09:18:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814283.339,65,workflow,counts,Treatment
2026-01-19 09:18:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814313.339,68,workflow,counts,Treatment
2026-01-19 09:19:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814343.339,68,workflow,counts,Treatment
2026-01-19 09:19:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814373.339,68,workflow,counts,Treatment
2026-01-19 09:20:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814403.339,68,workflow,counts,Treatment
2026-01-19 09:20:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814433.339,68,workflow,counts,Treatment
2026-01-19 09:21:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814463.339,68,workflow,counts,Treatment
2026-01-19 09:21:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814493.339,68,workflow,counts,Treatment
2026-01-19 09:22:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814523.339,68,workflow,counts,Treatment
2026-01-19 09:22:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814553.339,68,workflow,counts,Treatment
2026-01-19 09:23:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814583.339,68,workflow,counts,Treatment
2026-01-19 09:23:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814613.339,68,workflow,counts,Treatment
2026-01-19 09:24:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814643.339,68,workflow,counts,Treatment
2026-01-19 09:24:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814673.339,68,workflow,counts,Treatment
2026-01-19 09:25:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814703.339,68,workflow,counts,Treatment
2026-01-19 09:25:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814733.339,69,workflow,counts,Treatment
2026-01-19 09:26:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814763.339,73,workflow,counts,Treatment
2026-01-19 09:26:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814793.339,73,workflow,counts,Treatment
2026-01-19 09:27:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814823.339,73,workflow,counts,Treatment
2026-01-19 09:27:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814853.339,73,workflow,counts,Treatment
2026-01-19 09:28:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814883.339,73,workflow,counts,Treatment
2026-01-19 09:28:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814913.339,73,workflow,counts,Treatment
2026-01-19 09:29:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814943.339,73,workflow,counts,Treatment
2026-01-19 09:29:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768814973.339,73,workflow,counts,Treatment
2026-01-19 09:30:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768815003.339,73,workflow,counts,Treatment
2026-01-19 09:30:33.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768815033.339,73,workflow,counts,Treatment
2026-01-19 09:31:03.338999987+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768815063.339,73,workflow,counts,Treatment
