timestamp,timestamp,kepler_node_cpu_power_sum,layer,unit,treatment
2026-01-19 09:43:03.338999987+00:00,1768815783.339,41.704707254545596,node,watts,Treatment
2026-01-19 09:43:33.338999987+00:00,1768815813.339,43.88676730909078,node,watts,Treatment
2026-01-19 09:44:03.338999987+00:00,1768815843.339,35.02758365454501,node,watts,Treatment
2026-01-19 09:44:33.338999987+00:00,1768815873.339,33.08768163636348,node,watts,Treatment
2026-01-19 09:45:03.338999987+00:00,1768815903.339,41.642560309091245,node,watts,Treatment
2026-01-19 09:45:33.338999987+00:00,1768815933.339,42.685560799999664,node,watts,Treatment
2026-01-19 09:46:03.338999987+00:00,1768815963.339,34.37261041818208,node,watts,Treatment
2026-01-19 09:46:33.338999987+00:00,1768815993.339,33.37213023636406,node,watts,Treatment
2026-01-19 09:47:03.338999987+00:00,1768816023.339,41.83913849090882,node,watts,Treatment
2026-01-19 09:47:33.338999987+00:00,1768816053.339,43.465874381818466,node,watts,Treatment
2026-01-19 09:48:03.338999987+00:00,1768816083.339,35.04487101818138,node,watts,Treatment
2026-01-19 09:48:33.338999987+00:00,1768816113.339,33.11557683636413,node,watts,Treatment
2026-01-19 09:49:03.338999987+00:00,1768816143.339,41.5599322363639,node,watts,Treatment
