timestamp,timestamp,kepler_node_cpu_power_sum,layer,unit,treatment
2026-01-15 14:13:53.230000019+00:00,1768486433.23,46.90566541818182,node,watts,NoTreatment
2026-01-15 14:14:23.230000019+00:00,1768486463.23,47.39090803636348,node,watts,Treatment
2026-01-15 14:14:53.230000019+00:00,1768486493.23,47.34381087272724,node,watts,Treatment
2026-01-15 14:15:23.230000019+00:00,1768486523.23,45.96355743636343,node,watts,Treatment
2026-01-15 14:15:53.230000019+00:00,1768486553.23,48.1233893818185,node,watts,Treatment
2026-01-15 14:16:23.230000019+00:00,1768486583.23,52.41532158181872,node,watts,Treatment
2026-01-15 14:16:53.230000019+00:00,1768486613.23,53.62675014545438,node,watts,Treatment
2026-01-15 14:17:23.230000019+00:00,1768486643.23,52.83946876363618,node,watts,Treatment
2026-01-15 14:17:53.230000019+00:00,1768486673.23,47.5402227999997,node,watts,Treatment
2026-01-15 14:18:23.230000019+00:00,1768486703.23,44.05691585454545,node,watts,Treatment
2026-01-15 14:18:53.230000019+00:00,1768486733.23,44.02192025454563,node,watts,Treatment
2026-01-15 14:19:23.230000019+00:00,1768486763.23,48.8593691818182,node,watts,Treatment
2026-01-15 14:19:53.230000019+00:00,1768486793.23,53.48116521818162,node,watts,Treatment
2026-01-15 14:20:23.230000019+00:00,1768486823.23,54.52807038181841,node,watts,Treatment
2026-01-15 14:20:53.230000019+00:00,1768486853.23,52.77981625990209,node,watts,Treatment
2026-01-15 14:21:23.230000019+00:00,1768486883.23,47.294956036363935,node,watts,Treatment
2026-01-15 14:21:53.230000019+00:00,1768486913.23,43.70167856363643,node,watts,Treatment
2026-01-15 14:22:23.230000019+00:00,1768486943.23,44.45514695638892,node,watts,Treatment
2026-01-15 14:22:53.230000019+00:00,1768486973.23,48.113959927272795,node,watts,Treatment
2026-01-15 14:23:23.230000019+00:00,1768487003.23,53.56521720533978,node,watts,Treatment
2026-01-15 14:23:53.230000019+00:00,1768487033.23,55.09349280000017,node,watts,Treatment
2026-01-15 14:24:23.230000019+00:00,1768487063.23,54.74579969090905,node,watts,Treatment
2026-01-15 14:24:53.230000019+00:00,1768487093.23,51.341703000000216,node,watts,Treatment
2026-01-15 14:25:23.230000019+00:00,1768487123.23,49.06602278181843,node,watts,Treatment
2026-01-15 14:25:53.230000019+00:00,1768487153.23,51.50115914545419,node,watts,Treatment
2026-01-15 14:26:23.230000019+00:00,1768487183.23,53.16912212727316,node,watts,Treatment
2026-01-15 14:26:53.230000019+00:00,1768487213.23,54.480996690909315,node,watts,Treatment
2026-01-15 14:27:23.230000019+00:00,1768487243.23,51.90704489090949,node,watts,Treatment
2026-01-15 14:27:53.230000019+00:00,1768487273.23,45.59919343636376,node,watts,Treatment
2026-01-15 14:28:23.230000019+00:00,1768487303.23,36.645110888256625,node,watts,Treatment
2026-01-15 14:28:53.230000019+00:00,1768487333.23,55.78424696363614,node,watts,Treatment
2026-01-15 14:29:23.230000019+00:00,1768487363.23,57.67360848137995,node,watts,Treatment
2026-01-15 14:29:53.230000019+00:00,1768487393.23,55.01408776363638,node,watts,Treatment
2026-01-15 14:30:23.230000019+00:00,1768487423.23,45.84874798181832,node,watts,Treatment
2026-01-15 14:30:53.230000019+00:00,1768487453.23,47.46272134545473,node,watts,Treatment
2026-01-15 14:31:23.230000019+00:00,1768487483.23,57.776880781818846,node,watts,Treatment
2026-01-15 14:31:53.230000019+00:00,1768487513.23,58.02327798181835,node,watts,Treatment
2026-01-15 14:32:23.230000019+00:00,1768487543.23,57.2166946545455,node,watts,Treatment
2026-01-15 14:32:53.230000019+00:00,1768487573.23,51.12759312727285,node,watts,Treatment
2026-01-15 14:33:23.230000019+00:00,1768487603.23,46.86128270909102,node,watts,Treatment
2026-01-15 14:33:53.230000019+00:00,1768487633.23,50.89794865454526,node,watts,Treatment
2026-01-15 14:34:23.230000019+00:00,1768487663.23,56.801485200000485,node,watts,Treatment
2026-01-15 14:34:53.230000019+00:00,1768487693.23,60.15015487272744,node,watts,Treatment
2026-01-15 14:35:23.230000019+00:00,1768487723.23,61.747643363636655,node,watts,Treatment
2026-01-15 14:35:53.230000019+00:00,1768487753.23,59.099705981818,node,watts,Treatment
2026-01-15 14:36:23.230000019+00:00,1768487783.23,49.42210578181838,node,watts,Treatment
2026-01-15 14:36:53.230000019+00:00,1768487813.23,49.15449274545461,node,watts,Treatment
2026-01-15 14:37:23.230000019+00:00,1768487843.23,56.77004990909045,node,watts,Treatment
2026-01-15 14:37:53.230000019+00:00,1768487873.23,60.0648550727277,node,watts,Treatment
