timestamp,__name__,instance,job,queue_name,timestamp,argo_workflows_queue_adds_raw,layer,unit,treatment
2026-01-15 14:13:53.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486433.23,49,workflow,counts,NoTreatment
2026-01-15 14:14:23.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486463.23,51,workflow,counts,Treatment
2026-01-15 14:14:53.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486493.23,55,workflow,counts,Treatment
2026-01-15 14:15:23.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486523.23,57,workflow,counts,Treatment
2026-01-15 14:15:53.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486553.23,57,workflow,counts,Treatment
2026-01-15 14:16:23.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486583.23,57,workflow,counts,Treatment
2026-01-15 14:16:53.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486613.23,57,workflow,counts,Treatment
2026-01-15 14:17:23.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486643.23,57,workflow,counts,Treatment
2026-01-15 14:17:53.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486673.23,57,workflow,counts,Treatment
2026-01-15 14:18:23.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486703.23,57,workflow,counts,Treatment
2026-01-15 14:18:53.230000019+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768486733.23,57,workflow,counts,Treatment
