timestamp,timestamp,argo_workflows_k8s_requests_sum,layer,unit,treatment
2026-01-15 17:04:58.187000036+00:00,1768496698.187,1857,workflow,requests,NoTreatment
2026-01-15 17:05:28.187000036+00:00,1768496728.187,1919,workflow,requests,Treatment
2026-01-15 17:05:58.187000036+00:00,1768496758.187,2009,workflow,requests,Treatment
2026-01-15 17:06:28.187000036+00:00,1768496788.187,2067,workflow,requests,Treatment
2026-01-15 17:06:58.187000036+00:00,1768496818.187,2098,workflow,requests,NoTreatment
