timestamp,pod,timestamp,pod_memory_usage,layer,unit,treatment
2026-01-15 17:04:58.187000036+00:00,load-data-5d86bdd8dd-h7lj2,1768496698.187,40337408,pod,bytes,NoTreatment
2026-01-15 17:05:28.187000036+00:00,load-data-5d86bdd8dd-h7lj2,1768496728.187,40390656,pod,bytes,Treatment
2026-01-15 17:05:58.187000036+00:00,load-data-5d86bdd8dd-h7lj2,1768496758.187,40349696,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,load-data-5d86bdd8dd-h7lj2,1768496788.187,40345600,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,load-data-5d86bdd8dd-h7lj2,1768496818.187,40345600,pod,bytes,NoTreatment
2026-01-15 17:05:28.187000036+00:00,parallel-evaluation-only-gn2jx-call-load-real-data-service-999772572,1768496728.187,5701632,pod,bytes,Treatment
2026-01-15 17:05:58.187000036+00:00,parallel-evaluation-only-gn2jx-call-load-real-data-service-999772572,1768496758.187,5701632,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,parallel-evaluation-only-gn2jx-call-load-real-data-service-999772572,1768496788.187,5701632,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-evaluation-only-gn2jx-call-load-real-data-service-999772572,1768496818.187,5701632,pod,bytes,NoTreatment
2026-01-15 17:05:58.187000036+00:00,parallel-evaluation-only-gn2jx-call-privacy-tracking-service-3066759315,1768496758.187,6725632,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,parallel-evaluation-only-gn2jx-call-privacy-tracking-service-3066759315,1768496788.187,6725632,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-evaluation-only-gn2jx-call-privacy-tracking-service-3066759315,1768496818.187,6725632,pod,bytes,NoTreatment
2026-01-15 17:05:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-data-preprocess-service-3900619556,1768496758.187,4501504,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-data-preprocess-service-3900619556,1768496788.187,4501504,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-data-preprocess-service-3900619556,1768496818.187,4501504,pod,bytes,NoTreatment
2026-01-15 17:05:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-address-service-3520082951,1768496728.187,5378048,pod,bytes,Treatment
2026-01-15 17:05:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-address-service-3520082951,1768496758.187,5378048,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-address-service-3520082951,1768496788.187,5378048,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-address-service-3520082951,1768496818.187,5378048,pod,bytes,NoTreatment
2026-01-15 17:05:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-birthday-service-2414805936,1768496728.187,6144000,pod,bytes,Treatment
2026-01-15 17:05:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-birthday-service-2414805936,1768496758.187,6144000,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-birthday-service-2414805936,1768496788.187,6144000,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-birthday-service-2414805936,1768496818.187,6144000,pod,bytes,NoTreatment
2026-01-15 17:05:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-id-service-2539520701,1768496758.187,6569984,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-id-service-2539520701,1768496788.187,6569984,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-generate-id-service-2539520701,1768496818.187,6569984,pod,bytes,NoTreatment
2026-01-15 17:06:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-privacy-tracking-service-35447827,1768496788.187,3944448,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-privacy-tracking-service-35447827,1768496818.187,3944448,pod,bytes,NoTreatment
2026-01-15 17:05:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-synthetic-generator-service-3686828159,1768496758.187,3923968,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-synthetic-generator-service-3686828159,1768496788.187,3923968,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,parallel-full-data-generation-and-evaluation-8fw82-call-synthetic-generator-service-3686828159,1768496818.187,3923968,pod,bytes,NoTreatment
2026-01-15 17:04:58.187000036+00:00,privacy-tracking-5dd84879cb-7m5qk,1768496698.187,649486336,pod,bytes,NoTreatment
2026-01-15 17:05:28.187000036+00:00,privacy-tracking-5dd84879cb-7m5qk,1768496728.187,649486336,pod,bytes,Treatment
2026-01-15 17:05:58.187000036+00:00,privacy-tracking-5dd84879cb-7m5qk,1768496758.187,660783104,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,privacy-tracking-5dd84879cb-7m5qk,1768496788.187,660779008,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,privacy-tracking-5dd84879cb-7m5qk,1768496818.187,660779008,pod,bytes,NoTreatment
2026-01-15 17:05:28.187000036+00:00,synthesize-only-jhbgh-call-load-data-service-1775769295,1768496728.187,14987264,pod,bytes,Treatment
2026-01-15 17:05:58.187000036+00:00,synthesize-only-jhbgh-call-load-data-service-1775769295,1768496758.187,14987264,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,synthesize-only-jhbgh-call-load-data-service-1775769295,1768496788.187,14987264,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,synthesize-only-jhbgh-call-load-data-service-1775769295,1768496818.187,14987264,pod,bytes,NoTreatment
2026-01-15 17:04:58.187000036+00:00,synthetic-generator-857d57f749-6p2s7,1768496698.187,532398080,pod,bytes,NoTreatment
2026-01-15 17:05:28.187000036+00:00,synthetic-generator-857d57f749-6p2s7,1768496728.187,532434944,pod,bytes,Treatment
2026-01-15 17:05:58.187000036+00:00,synthetic-generator-857d57f749-6p2s7,1768496758.187,532434944,pod,bytes,Treatment
2026-01-15 17:06:28.187000036+00:00,synthetic-generator-857d57f749-6p2s7,1768496788.187,532434944,pod,bytes,Treatment
2026-01-15 17:06:58.187000036+00:00,synthetic-generator-857d57f749-6p2s7,1768496818.187,532434944,pod,bytes,NoTreatment
