timestamp,instance,job,queue_name,timestamp,argo_workflows_average_queue_latency,layer,unit,treatment
2026-01-20 22:04:56.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768946696.486,,workflow,seconds,NoTreatment
2026-01-20 22:05:26.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768946726.486,6.181219999999986e-05,workflow,seconds,Treatment
2026-01-20 22:05:56.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768946756.486,1.7602571428572607e-05,workflow,seconds,Treatment
2026-01-20 22:06:26.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768946786.486,9.191333333334144e-06,workflow,seconds,Treatment
2026-01-20 22:04:56.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768946696.486,,workflow,seconds,NoTreatment
2026-01-20 22:05:26.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768946726.486,0.00029892613333334006,workflow,seconds,Treatment
2026-01-20 22:05:56.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768946756.486,0.00025830766666667027,workflow,seconds,Treatment
2026-01-20 22:06:26.486000061+00:00,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768946786.486,0.000297824249999995,workflow,seconds,Treatment
