timestamp,pod,timestamp,cpu_usage_seconds_rate,layer,unit,treatment
2026-01-20 22:04:56.486000061+00:00,data-preprocess-57fb77c468-kk6nk,1768946696.486,0.009042804690730858,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,data-preprocess-57fb77c468-kk6nk,1768946726.486,0.009573669347049212,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,data-preprocess-57fb77c468-kk6nk,1768946756.486,0.019764210310037965,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,data-preprocess-57fb77c468-kk6nk,1768946786.486,0.014507361578005641,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,data-quality-6df8969f99-qgvdv,1768946696.486,0.007831848841178579,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,data-quality-6df8969f99-qgvdv,1768946726.486,0.008603300404890435,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,data-quality-6df8969f99-qgvdv,1768946756.486,0.03235173732011909,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,data-quality-6df8969f99-qgvdv,1768946786.486,0.0329779870437232,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,generate-address-7f49698cc6-lbcgn,1768946696.486,0.007562871625652725,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,generate-address-7f49698cc6-lbcgn,1768946726.486,0.022329923495614572,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,generate-address-7f49698cc6-lbcgn,1768946756.486,0.038415762094120134,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,generate-address-7f49698cc6-lbcgn,1768946786.486,0.007566121567161823,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,generate-birthday-6744559788-hh27v,1768946696.486,0.008409240514494926,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,generate-birthday-6744559788-hh27v,1768946726.486,0.07494759564968598,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,generate-birthday-6744559788-hh27v,1768946756.486,0.11264536753160626,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,generate-birthday-6744559788-hh27v,1768946786.486,0.008649204149591583,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,generate-id-6848b7d6f5-5gn58,1768946696.486,0.00807074319861588,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,generate-id-6848b7d6f5-5gn58,1768946726.486,0.008128433669136036,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,generate-id-6848b7d6f5-5gn58,1768946756.486,0.43437171097183275,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,generate-id-6848b7d6f5-5gn58,1768946786.486,0.26371858846264107,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,generate-name-d78ffc68f-qv4lm,1768946696.486,0.008417544502333877,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,generate-name-d78ffc68f-qv4lm,1768946726.486,0.07667563528913685,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,generate-name-d78ffc68f-qv4lm,1768946756.486,0.07217738554588972,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,generate-name-d78ffc68f-qv4lm,1768946786.486,0.00853936015630935,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,load-data-8fb4988b7-w25kt,1768946696.486,0.008313748391550819,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,load-data-8fb4988b7-w25kt,1768946726.486,0.039398976745860084,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,load-data-8fb4988b7-w25kt,1768946756.486,0.02192789330083883,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,load-data-8fb4988b7-w25kt,1768946786.486,0.008704654812098197,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,privacy-tracking-6d8c94558d-6tfjc,1768946696.486,0.007719138263241335,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,privacy-tracking-6d8c94558d-6tfjc,1768946726.486,3.8834357895839178,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:05:56.486000061+00:00,privacy-tracking-6d8c94558d-6tfjc,1768946756.486,15.034484264220183,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:06:26.486000061+00:00,privacy-tracking-6d8c94558d-6tfjc,1768946786.486,0.02284364383976551,pod,cpu_seconds_delta_per_second,Treatment
2026-01-20 22:04:56.486000061+00:00,synthetic-generator-5bbc957b49-dhgxd,1768946696.486,0.009731555072096753,pod,cpu_seconds_delta_per_second,NoTreatment
2026-01-20 22:05:26.486000061+00:00,synthetic-generator-5bbc957b49-dhgxd,1768946726.486,0.641551060033762,pod,cpu_seconds_delta_per_second,Treatment
