timestamp,timestamp,kepler_container_cpu_cycles,layer,unit,treatment
2026-01-20 14:52:00.489000082+00:00,1768920720.489,1172834.6677966102,pod,cpu_cycles_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,1768920750.489,18334421.289870583,pod,cpu_cycles_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,1768920780.489,105977756.76716796,pod,cpu_cycles_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,1768920810.489,105948112.229178,pod,cpu_cycles_per_second,Treatment
