timestamp,pod,timestamp,pod_network_transmit_bytes,layer,unit,treatment
2026-01-20 14:52:00.489000082+00:00,data-preprocess-57fb77c468-kk6nk,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,data-preprocess-57fb77c468-kk6nk,1768920750.489,0.0,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,data-preprocess-57fb77c468-kk6nk,1768920780.489,31.318344851719008,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,data-preprocess-57fb77c468-kk6nk,1768920810.489,16.291989966947188,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,data-quality-6df8969f99-qgvdv,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,data-quality-6df8969f99-qgvdv,1768920750.489,0.0,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,data-quality-6df8969f99-qgvdv,1768920780.489,70.14521168851222,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,data-quality-6df8969f99-qgvdv,1768920810.489,45.55371742309813,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,generate-address-7f49698cc6-lbcgn,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,generate-address-7f49698cc6-lbcgn,1768920750.489,18.7220987654321,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,generate-address-7f49698cc6-lbcgn,1768920780.489,38.94133513149022,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,generate-address-7f49698cc6-lbcgn,1768920810.489,0.0,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,generate-birthday-6744559788-hh27v,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,generate-birthday-6744559788-hh27v,1768920750.489,31.54469643831346,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,generate-birthday-6744559788-hh27v,1768920780.489,32.87443144899285,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,generate-birthday-6744559788-hh27v,1768920810.489,0.0,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,generate-id-6848b7d6f5-5gn58,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,generate-id-6848b7d6f5-5gn58,1768920750.489,0.0,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,generate-id-6848b7d6f5-5gn58,1768920780.489,33.648194794290504,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,generate-id-6848b7d6f5-5gn58,1768920810.489,16.98030634573304,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,generate-name-d78ffc68f-qv4lm,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,generate-name-d78ffc68f-qv4lm,1768920750.489,42.905692438402724,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,generate-name-d78ffc68f-qv4lm,1768920780.489,40.572792362768496,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,generate-name-d78ffc68f-qv4lm,1768920810.489,0.0,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,load-data-8fb4988b7-w25kt,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,load-data-8fb4988b7-w25kt,1768920750.489,71.88279073618884,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,load-data-8fb4988b7-w25kt,1768920780.489,54.66806699463821,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,load-data-8fb4988b7-w25kt,1768920810.489,0.0,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,privacy-tracking-6d8c94558d-6tfjc,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,privacy-tracking-6d8c94558d-6tfjc,1768920750.489,11.597327010131492,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,privacy-tracking-6d8c94558d-6tfjc,1768920780.489,67.35083241858763,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,privacy-tracking-6d8c94558d-6tfjc,1768920810.489,34.34718396998363,pod,bytes_per_second,Treatment
2026-01-20 14:52:00.489000082+00:00,synthetic-generator-5bbc957b49-dhgxd,1768920720.489,0.0,pod,bytes_per_second,NoTreatment
2026-01-20 14:52:30.489000082+00:00,synthetic-generator-5bbc957b49-dhgxd,1768920750.489,20.923887912697676,pod,bytes_per_second,Treatment
2026-01-20 14:53:00.489000082+00:00,synthetic-generator-5bbc957b49-dhgxd,1768920780.489,40.12396020225085,pod,bytes_per_second,Treatment
2026-01-20 14:53:30.489000082+00:00,synthetic-generator-5bbc957b49-dhgxd,1768920810.489,17.910977123603477,pod,bytes_per_second,Treatment
