timestamp,timestamp,kepler_container_power_watts,layer,unit,treatment
2026-01-20 14:52:00.489000082+00:00,1768920720.489,0.0,pod,watts,NoTreatment
2026-01-20 14:52:30.489000082+00:00,1768920750.489,0.8125514781818185,pod,watts,Treatment
2026-01-20 14:53:00.489000082+00:00,1768920780.489,4.616241488939394,pod,watts,Treatment
2026-01-20 14:53:30.489000082+00:00,1768920810.489,0.15903664068181764,pod,watts,Treatment
