timestamp,timestamp,kepler_container_energy_joules,layer,unit,treatment
2026-01-20 14:52:00.489000082+00:00,1768920720.489,0.0,pod,joules,NoTreatment
2026-01-20 14:52:30.489000082+00:00,1768920750.489,46.14733214237289,pod,joules,Treatment
2026-01-20 14:53:00.489000082+00:00,1768920780.489,259.2198884118644,pod,joules,Treatment
2026-01-20 14:53:30.489000082+00:00,1768920810.489,261.5660173589588,pod,joules,Treatment
