timestamp,__name__,instance,job,queue_name,timestamp,argo_workflows_queue_adds_raw,layer,unit,treatment
2026-01-20 14:52:00.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768920720.489,253,workflow,counts,NoTreatment
2026-01-20 14:52:30.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768920750.489,262,workflow,counts,Treatment
2026-01-20 14:53:00.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768920780.489,274,workflow,counts,Treatment
2026-01-20 14:53:30.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,pod_cleanup_queue,1768920810.489,280,workflow,counts,Treatment
2026-01-20 14:52:00.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768920720.489,910,workflow,counts,NoTreatment
2026-01-20 14:52:30.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768920750.489,926,workflow,counts,Treatment
2026-01-20 14:53:00.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768920780.489,939,workflow,counts,Treatment
2026-01-20 14:53:30.489000082+00:00,argo_workflows_queue_adds_count,workflow-controller-metrics.argo.svc.cluster.local:9090,argo-workflows,workflow_queue,1768920810.489,945,workflow,counts,Treatment
