timestamp,timestamp,kepler_container_power_watts,layer,unit,treatment
2026-01-20 14:47:27.144000053+00:00,1768920447.144,2.25910994,pod,watts,Treatment
2026-01-20 14:47:57.144000053+00:00,1768920477.144,24.599917104999996,pod,watts,Treatment
2026-01-20 14:48:27.144000053+00:00,1768920507.144,31.47282735069552,pod,watts,Treatment
2026-01-20 14:48:57.144000053+00:00,1768920537.144,26.269227281393942,pod,watts,Treatment
2026-01-20 14:49:27.144000053+00:00,1768920567.144,22.42178532618182,pod,watts,Treatment
