timestamp,timestamp,apiserver_latency_95th,layer,unit,treatment
2026-01-20 14:46:57.144000053+00:00,1768920417.144,0.02465485644471596,cluster,seconds,NoTreatment
2026-01-20 14:47:27.144000053+00:00,1768920447.144,0.024800128949065112,cluster,seconds,Treatment
2026-01-20 14:47:57.144000053+00:00,1768920477.144,0.034444444444443646,cluster,seconds,Treatment
2026-01-20 14:48:27.144000053+00:00,1768920507.144,0.03137096774193514,cluster,seconds,Treatment
2026-01-20 14:48:57.144000053+00:00,1768920537.144,0.04607142857142841,cluster,seconds,Treatment
2026-01-20 14:49:27.144000053+00:00,1768920567.144,0.04486842105263013,cluster,seconds,Treatment
