timestamp,timestamp,argo_workflows_workers_busy_sum,layer,unit,treatment
2026-01-20 08:57:09.885999918+00:00,1768899429.886,0,workflow,workers,NoTreatment
2026-01-20 08:57:39.885999918+00:00,1768899459.886,0,workflow,workers,Treatment
2026-01-20 08:58:09.885999918+00:00,1768899489.886,0,workflow,workers,Treatment
2026-01-20 08:58:39.885999918+00:00,1768899519.886,0,workflow,workers,Treatment
