timestamp,timestamp,argo_workflows_queue_adds_sum,layer,unit,treatment
2026-01-20 08:57:09.885999918+00:00,1768899429.886,785,workflow,counts,NoTreatment
2026-01-20 08:57:39.885999918+00:00,1768899459.886,813,workflow,counts,Treatment
2026-01-20 08:58:09.885999918+00:00,1768899489.886,843,workflow,counts,Treatment
2026-01-20 08:58:39.885999918+00:00,1768899519.886,857,workflow,counts,Treatment
