timestamp,timestamp,kepler_node_cpu_power_sum,layer,unit,treatment
2026-01-20 08:57:09.885999918+00:00,1768899429.886,45.88800609043058,node,watts,NoTreatment
2026-01-20 08:57:39.885999918+00:00,1768899459.886,63.07309174545424,node,watts,Treatment
2026-01-20 08:58:09.885999918+00:00,1768899489.886,73.18688492727308,node,watts,Treatment
2026-01-20 08:58:39.885999918+00:00,1768899519.886,64.1169614545454,node,watts,Treatment
