timestamp,timestamp,argo_workflows_queue_adds_sum,layer,unit,treatment
2026-01-16 09:49:08.868000031+00:00,1768556948.868,278,workflow,counts,NoTreatment
2026-01-16 09:49:38.868000031+00:00,1768556978.868,294,workflow,counts,Treatment
2026-01-16 09:50:08.868000031+00:00,1768557008.868,334,workflow,counts,Treatment
2026-01-16 09:50:38.868000031+00:00,1768557038.868,352,workflow,counts,Treatment
